npsn,nama_sekolah,alamat,jumlah_guru,kepala_sekolah,telp_sekolah,latitude,longitude
P2967209,PAUD KUNTUM MEKAR PKBM 28,Jl. Jengki Raya No. 11,3,IIS BUDIANA,021 99255001,,
p2969301,PAUD NEGERI 06 MERUYA UTARA,JALAN RAYA MERUYA UTARA JALUR 20,,,021 5866345,,
P6983114,PAUD POLA BUNGA,Jl. Bango II,,,,,
,TK HIGHSCOPE INDONESIA,Taman Alfa Indah Blok A/9,3,"Ratnatyara, M.Pd",021 5840731,,
,TK SD SATU ATAP SDN P. TIDUNG 03,Jl. Pendidikan,4,Rustini,,-5.475924,106.300880
,TK STRAWBERRY,Jl. Komp. BTN No. 34,5,Tionggus Nurmala Dewi,021 51203101,-6.958,106.440002
,TK CENTRAL NASIONAL PLUS SCHOOL,Jl. Kembangan Raya Blok JJ   Puri Indah,5,Linda Hasanah.SS,021 5806699,-6.15728,106.747284
,TK ISLAM TERPADU CITRA AZ ZAHRA,Taman Alfa Indah Blok G1,10,SITI AISYAH,021 5857976,-6.220848,106.756821
,TK SACRED HEART AUSTRALIAN SCHOOL,Taman Grisenda Blok D4 No 22   23,5,Wellen Sosie,"021 5883840, 021 5883841",-6.13106,106.757004
,TK TERANG TUGAVA,Jl. Pejuangan Gg. Mawar III,6,Ani Maryani,021 53653967,-6.19266,106.762100
,TK K TUNAS BANGSA,Komplek Greenville Blok BT No.1,8,Karla Dina Nuranata,021 56963493,-6.171753,106.773079
,TK DHARMA BANGSA,Jl. Daan Mogot 2 No. 2,7,Lia Nurria Ibrahim,021 5660688,-6.167194,106.778572
,TK ISLAM TERPADU ADZKIA,Jl. Let. Jend. S. Parman I No. 7,5,NAHROWI USRI,021 5659781,-6.176969,106.796501
,TK GAMALIEL,Jl. Jembatan Besi II No. 45 Rt. 005/01,2,JULIUS ALFONS BARAHAMA,021 6241749,-6.149886,106.796791
,TK MAWAR,Jl. Kali Anyar X No. 30,2,"Bambang Prijawan, S.Pd",021 6300026,-6.146304,106.797775
,TK BHAKTI UTAMA,Jl. Krendang Selatan No. 18 A,6,Rosliana Tasman,021 6308514,-6.151968,106.803116
,TK TAMAN ISLAM,Jl. Kampung Duri Gg. Q2 no.24,4,MARULI SIREGAR,0817 4911725,-6.160993,106.804626
,TK BINTANG BANGSAKU,Jl. Penjernihan I No. 30,5,Yanti Dewi Purwanti,021 5719525,-6.201203,106.810966
,TK CITA BUANA,Jl. Paso Raya No. 84,17,"Julianti Hadi Purnami, S.Pd.",021 7820088,-6.315647,106.814636
,TK AL HIKAM,Jl. Kelapa Dua Raya Gang Kiruntag No.23,3,,021 70613005,-6.229747,106.829521
,TK ISLAM TERPADU AL IKHLASH,Jl. Raya Ragunan No. 11,15,SRI WAHYUNI,021 7817879,-6.286,106.829742
,TK AL BIRRU,Jl. Desa Putra Rt. 002/017 No. 1,4,"Entin Juartini, S.Sos",0818 08301032,-6.336518,106.830811
,TK AL FALAH KALIBATA CITY JAKARTA,TOWER JASMINE LT. 1 KALIBATA CITY JAKARTA SELATAN,,,021 29317090,-6.256133,106.851791
,PAUD MAWAR 04,Dr Saharjo Manggis IV,4,PAULINA SURAT GERODA,0812 18988244,-6.226142,106.858864
,TK ISLAM AL AMANAH,Jl. Sunter Karya Selatan IV,7,"Nur Irfaniah, S.Pd.I",021 6506633,-6.14097,106.870590
,TK ROYAL BUCKINGHAM SCHOOL,Jl. Danau Indah Raya Blok A1 No. 16,4,Vendena Ravi Daryanani,021 6506383,-6.149952,106.881935
,TK AL MUSTAQIM,Jl. Tangguh Raya Komplek TNI AL Kodamar,6,Hj. Sri Rahayu,0813 15101795,-6.164,106.885002
,TK MAHATMA GADING,Jl. Boulevard BGR Blok Q,8,DR.Susan J.Natih PhD,021 45861021,-6.161454,106.894485
,TK SINAR LAGOA INDAH,Jl. Lagoa Gang. III/ No.1 3 5,2,"KUSTATININGSIH, S.Pd",021 4308134,-6.11124,106.909416
,TK SAINT PETER'S KINDERGARTEN,Jl. Boulevard Timur Raya No. 8,12,Maria Magdalena,021 4524246,-6.164098,106.913696
,TK ISLAM NUR ATTAQWA,Jalan Pegangsaan Dua Km.4 Rawa Indah,4,Yayah Nurfathia,021 70356010,-6.157622,106.916847
,TK LOLLYPOP PRESCHOOL,Jl. Agus Salim No.112,9,SHERLY,,,
,TK PERMATA ASIH,Jl. Badar A 22,2,R.R. Fatulladantini,,,
,TK SATU ATAP PULAU PARI 01,pendidikan,3,"TITIN YANNY, S.Pd",,,
,TK SATU ATAP SDN TIDUNG 02,Pulau Tidung,6,YUSLI MASHUDI,,,
,TK MUTIARA,Jl. Sayuti I No.7,8,SITI NUR ASSANAH,,,
,TK SATU ATAP 03,Jl. Kramat Jaya Baru Blok H No. 1,3,"Nelson Siagian, S. Pd",021 4246949,,
,TK CEMARA,Jl. Mahoni I B No. 21 Rt. 001/014,6,,021 4354533,,
,TK ASH. SHOLIHIN,Jl. KH. Thohir Kamp. Baru No.6,1,Fithriah,021 5331104,,
,TK KASIH BAGI BANGSA,Jl. Bangun Nusa Raya Blok H No.1B,1,Tjhin Grace Ingrid,021 5453989,,
,TK RAUDHATU AL JANNAH,Jl. KH. Abdul Wahab No. 8 Rt. 01/06,6,Maryati Spd,021 5458997,,
,TK AR RODHIYAH,Jl. Warung Gantung Kp. Kojan,4,Siti Soleha,021 5459478,,
,TK ISLAM AZ ZAHRA,Jl. Komplek Kebersihan No. 50,2,MIMI JAMILAH,021 5560604,,
,TK ISLAM BHAKTI IBU,Jl. H. Muhtar Raya No. 1,4,Syamsi Nuriah,021 5840962,,
,TK AMANAH,Jl. H. Merin No. 57,4,Hj. Nonon Syahnazia Spd,021 5845707,,
,TK TUTOR TIME,Perum Taman Kebon Jeruk C2/19,5,Purna Yudharti,021 5868544,,
,TK KARTINI,Jl. Mangga Besar Raya No. 77,3,"SULASMAN MULYONO,S.E,M.Pd",021 6282680,,
,TK BRIGHT KID PRESCHOOL,Jln. Pademangan I Gg. IV No. 1,15,"JENNY SRI MONARITA, S.Pd.",021 6414988,,
,TK GITA ISLAMIC MONTESSORI SCHOOL,Jl. Kemang Dalam VI/C No. 14,12,Sumarti Tahir,021 7198215,,
,TK AL FITRAH,Jl. Damai II/34,4,Lili Kawsar,021 7246465,,
,TK HAPPY HOLY KIDS,Jl. Melati II Blok S 1 2,9,Sandra Samallo S.Pd,021 7364885,,
,TK ASYIFAH,Jl. Kebembem Raya III No. 76,4,Irma Rachmawati,021 7865057,,
,TK AL KAUTSAR,Jl. Kelapa Hijau No. 18,12,"Sarwati, S.IP M.Pd",021 7867956,,
,TK MUMMA 02,Jl. H. Joko Rt. 09/03 No. 26,2,"Hj. Herlina Aprianti, S.Pd.",021 7868763,,
,TK EARLY STEP,Jl. H. Mursid No. 16,16,Rita Amaliani,021 7869241,,
,TK ISLAM NURUL IMAN,Jl. Swadaya II No. 33 Lenteng Agung,3,"Siti Chadidjah, S.Pd",021 7872313,,
,TK AR RAHMAN,Jl. H. Damong Ciganjur,5,Dra.Hj. Umi Zakiyah,021 7873464,,
,TK BINTANG BINTANG,Jl. Tebet Raya No. 72,7,Fransisca Insani Rahesti,021 8304269,,
,TK NIZAMIA ANDALUSIA,Jalan Mabes Hankam 15 16,11,Zahra Fajardini,021 29825775,,
,TK TRISULA PERWARI 2,Jl. Pegangsaan Tengah 2,4,"NENI RUKMINI, S.Pd",021 31906901,,
,TK MUTIARA,"Jl. Tanah Tinggi III, No. 26",5,"Agustin W. Santoso, S.Pd",021 42877947,,
,TK TABITA,Jl. Bandar II No. 28,3,Realita Ferawaty Lubis,021 43900408,,
,TK AL FARISI,Jl. Bogenville Blok Y No. 32,7,SUMIYAH,021 43924782,,
,TK MUTIARA BANGSA,Perumahan Citra I Ekstention Blok AE 8 No.1,2,"Sri Supatmi, S.Pd",021 54378054,,
,TK ISLAM ALMAKA,Jl. Peta Selatan No. 1 Rt. 10/03,9,Siti Aisyah,021 54391276,,
,TK KARTINI II,Jl. H. Nawih NO 19 B,2,Tasuah.S.Pdi.,021 73880007,,
,TK ISLAM ALIFA,JL.H.NAIMUN no.1,9,KAMILAH,021 75903907,,
,TK ISLAM MENTARI PAGI,Jl. Cenderawasih Mas III Blok A11/8,7,RITA RUSITA S.Pd AUD,021 78832044,,
,TK ISLAM AR RISALAH,Jl. Cilandak KKO,6,DEWI QUARTININGSIH,021 78844376,,
,TK CITRA MULYA I,Jl. Aselih 95,2,"NOVELLA MULYANINGSIH, S.H., M.H.",021 78882759,,
,TK BALEKAMBANG,Jl. Mesjid Al Mabruk Rt. 0012/03,4,NURFADILAH,021 80877909,,
,TK LAKESIDE MONTESSORI SCHOOL,Villa Cibubur Indah UI No. 16,6,Ana Liza P Aldemita,021 87755599,,
,TK AS'SYUKURIA,Jl. Baung II No. 19,3,BAEDAH,021 96903167,,
,TK ISLAM TERPADU AL BANNA,Jl. Raya Rawa Kuning No. 10 Rt. 01/07,3,Dra Mulyati,021 98121212,,
,TK TUNAS PERTIWI,Jl. Enim No. 95 Rt. 003/03,8,HERAWATI SETYANINGRUM,021 4301843,,
,TK MUTIARA HATI,Jl. Lororng 100 Timur no. 79,1,"Wartini, S.Pd",021 4371116,,
,TK IT NUR RAHMAN,Jl. Kayu Tinggi Gg. Kutilang No. 10,5,WARTINI,021 4606581,,
,TK AL WATHONIYAH PUSAT PUTRI,Jl. Raya Bekasi Km 17 PLN Klender,3,"HARIROH, S.PdI",021 4608663,,
,TK ISLAM BALQIST,Jl. Raya Pulogebang No. 92B,4,Dra.Hj.URIF SUKARNI,021 4800705,,
,TK HARAPAN JAYA,Jl. Setia C2/29,3,"Jumaidah, SE",021 5401962,,
,TK AL MUBAROK,Jl. Daan Mogot Km. 18,3,"Maryanah, S.Ag",021 5415552,,
,TK BAPTIS,Jl. Komp. Cengkareng Indah Blok GB No.1,4,"ANIK MARSANTI, S.Th",021 5450855,,
,TK AL MUHAJIRIN,Jl. Akasia V No. 18,3,Donny Andrini Dewi,021 5453666,,
,TK PUTRA MAHARDIKA,Jl. Pedongkelan Belakang,2,Defi Kartika,021 5454136,,
,TK WAWASAN NUSANTARA II,Jl. Duri Kosambi No. 43,3,"Dra.Dwi Indah Wahyuningsih, M.",021 5459174,,
,TK RAUDHATUSSURUR,Jl. A No. 21,4,Hj. Siti Noeriah Adam,021 5492660,,
,TK BUNAYYA ISLAMIC PRE SCHOOL,Jl. Kebon Nanas II No. 10,14,"Fadliah, M. Pd",021 5492869,,
,TK ISLAM AR RAUDHOH,Jl. Raya Basmol Rt. 008/04,5,Hj. APSAH,021 5811834,,
,TK SEBUMI GLOBAL,Taman Meruya Ilir Blok B10 No. 18,4,Ema Emiyati Akhirina S.Pd,021 5850294,,
,TK ATHALLAH MURSYID,Jl. Teknologi I Blok II 16/B24,6,"Dwi Oktaviana, S. Sn",021 5859936,,
,TK WESTIN,Jl. A1 No. 62 63 Teluk Gong,8,TITI SRI LESTARI,021 6624222,,
,TK SUKSES ABADI,Jl. Moa No.52 52A,6,"Tumidah, S.Pd",021 6626911,,
,TK PELANGI NUSANTARA,Jl. Kresek Raya No. 2B,5,"Nurhayati, S.Pd",021 6848594,,
,TK ISLAM AN NURIYAH,Jl. Timbul No. 60,8,"Sumiati Sanda, S.Pd",021 7271233,,
,TK AL HASANAH,Jl. Ciputat Raya No. 21,4,Hj. Suryanih S.Ag,021 7662159,,
,TK ISLAM BIRRUL AMIN,Jl. Anggur II Komplek BRI Cipete Selatan,5,NURAINI MARDIANA,021 7669264,,
,TK AISYIYAH,Jl. Pinang Kalijati,3,MINI,021 7694842,,
,TK AZHARI ISLAMIC SCHOOL,Jl. Pertanian Raya No. 43,6,"Fera Aryani, S.Pd.I",021 7699289,,
,TK ISLAM AL GHIVARI,Jl. Bima Jaya No. 18,5,"Nurmin,S.Pd",021 7811330,,
,TK ISLAM AZ ZAHWA,Jl. Jambu II No. 33A,5,Nur'ain,021 7815879,,
,TK TALENTA,Jl. H. Samali,9,VITA ARIYANTI SUPOMO,021 7991168,,
,TK BUNDA,Jl. SMA 114 Swadaya I No. 8,4,Maharani,021 8093892,,
,TK BIJI GANDUM,"Jl. Prof. Dr. Supomo, SH. No. 210",6,"Vina Lidya Adriana Sitio,S.Kom",021 8313843,,
,TK SARANG,"Jl. Prof. Dr. Supomo, SH. No. 210",4,Herawati,021 8313843,,
,TK ASY SYIFA HANUM,Jln. Tebet Timur Dalam No. 95 C,4,"MADA, S.Pd.I",021 8352605,,
,TK ISLAM SHALINA,Jl. Amal Triananda No. 35,4,Tati Rostati,021 8631662,,
,TK ISLAM AS SHIDDIQ,Jl. Rawa Kuning No. 16,5,"Ryna Parlyna, MBA",021 1999518,,
,TK PELITA HARAPAN INTERNASIONAL,Jl. Pangeran Antasari No. 36,5,Rosma Indriana Purba,021 29056789,,
,TK ISLAM DARUL ARQOM,Jl. Tipar Cakung Kp. Baru gg dani,5,Mudrikah,021 46826136,,
,TK ISLAM NURUL HAYAT,Jl. Ukir Dalam No. 31,4,"Siti Nurlaelah Jamil, M.Pd",021 51390698,,
,TK ISLAM AL ISHLAH,Jl. Kampung Rawa II No. 2,5,"Maimunah, S.Th.I.",021 53655242,,
,TK HIDAYATUN NURUL BELAWA,Jl. Raya Kebayoran Lama No.38,6,HADIJAH,021 53666290,,
,TK INSAN PRATAMA,Jl. Melati VI/21,4,"Hj. Imas Nawangsari, S.Ag",021 55752305,,
,TK KASIH ANUGERAH,Jl. Pelopor Blok P1 No. 10 Rt. 04/0,8,"Santy, S.th",021 55962267,,
,TK METEOR KIDS,Jln Jelambar Barat III No. 5 B,30,Herlini,021 56940779,,
,TK SAINT JOHN'S SCHOOL,Taman Villa Meruya Blok D1 1,12,"Ir. Paulus Pontoh, MBA",021 58902399,,
,TK AYAH BUNDA,"Jl. Muara Bahari, Ancol Selatan",10,Irfana Rubianti,021 65832473,,
,TK ASIH,Jl. Tridharma Raya No. 11,3,"A. RETNO WIJIASTUTI,S.Pd",021 70538276,,
,TK ISLAM ABU DAUD,Jl. Raya Rawa Kuning Rt. 11/02,2,Nurhayati.S.Ag,021 70980930,,
,TK ISLAM BAYTUSSALAM,Jl. Poltangan III No. 97,5,"Hj. Ely Auliawati, SE. M.Pd",021 78833707,,
,TK RISING STARS KINDERGARDEN,Jl. Pancoran Timur No. 20,14,"ZENAH UMAR, S.Psi",021 79182818,,
,TK ANAK BANGSA,Jl. Teuku Nashirudin Daud Wisma DPR RI,7,"Tuti Hidayati,S.Pd",021 79191284,,
,TK CITRA,Jl. Udayana No. 1,3,Siti Nurjannah,021 80890064,,
,TK ISLAM ANANDA,Jl. Palbatu III No. 3,8,"Ny. Hj. Nuryanti, S.Sos. I",021 83703024,,
,PAUD SYARIF HIDAYATULLAH,Jl. Lapangan Ros III,4,Siti Riqqoh,021 83787197,,
,TK SHAFT DIRGANTARA,Jl. Gorda No. 14 A,2,RURI NURNANINGSIH,021 87784090,,
,TK ISLAM CAHAYA,Jl. H. Mukhtar No. 67,3,"Mulyanah, S.Pd",021 90241435,,
,TK MUTIARA PERTIWI,Jl. SMP 144 Rt. 02/05,3,"RAHMAWATI, SPd I",021 90620059,,
,TK HARAPAN PERTIWI,JL. OBSIDIAN NO.44,5,PUTRI ARUMSARI,021 91223134,,
,TK ISLAM ARRIDHO,Jl. Kapuk Gg. Masjid Al Munawaroh,5,Rimah S.Pd.I,021 91712416,,
,TK LATANSA,Jl. Gaga Utama No. 38 B,3,"Tuti Qoyyimah, S.Ag",021 91713071,,
,TK FATAHILLAH,Jl. Puskesmas I No. 22,6,Neneng Hasanah,021 91984293,,
,TK DARUL FATHIN,Jl. Al Barokah No. 126,3,HANIFAH Spd,021 92099319,,
,TK ISLAM ROUDHATUL JANNAH,Jl. Kartika No. 83,6,H. ISMAIL,021 92190893,,
,TK IT RIDWAN,Jl. Gang Gading No.12,2,Ari Puspita Sari,021 93168179,,
,TK INDONESIA GLOBAL SCHOOL,Jl. Bakti Indah No. 7 Warung Silah,7,DIANA ANDIANY,021 93278145,,
,TK MURSYIDATUL UMMAH,Jl. Semanan Raya Kp. Tanah Tinggi,4,NURHAYATI,021 93891796,,
,TK ADINDA,Jl. Cenderawasih VI No. 47 Rt. 012/07,4,Sari Suparto,021 95112649,,
,TK AL IKHWAN,Jl. Karang Kendal No 21,2,Siti Jubaedah,021 97722418,,
,TK ISLAM NURUL IKHLAS,Jl. Kayu Besar,4,"Abdul Rojak, SE",021 98346063,,
,TK ZAHROTUL AINIAH,bambularangan,4,Nur'aini,021 98705514,,
,TK ISLAM BAITURRAHMAN,Jl. Delman Elok II/16 Blok A,3,Komariah,021 99396653,,
,TK AL YASIN,Jl. Karya Barat I No. 36C Rt. 008/03,6,YUANITA SEPTYA ADHARIANTI,021 99978771,,
,TK BUNGA MELATI,Jl. Jatinegara Lio No. 40,4,,0812 1929463,,
,TK SEKARWANGI 2,JL. RUSUNAWA SINDANG PARI I LANTAI DASAR NO.1,5,AMBARWATI S.pd,0812 8660934,,
,TK AL MAMUR,Jl. Kamal Raya,5,MURTAMAH S.Pd.I,0812 9922066,,
,TK AL HUSNA,Jl. H. Nasir No. 02 Rt. 005/04,4,KHUSNUL QOTIMAH,0812 31427940,,
,TK ISLAM NURUL FAJRI,Jl. Kapuk Raya No. 132 Rt. 06/011,4,"Penih Suryaningsih, SE",0812 80243669,,
,TKIT AL ISTIQOMAH,Jl. Raya Penggilingan No. 34,3,Dian Mariska Sari,0812 94284899,,
,TK PERDANA,Jl. Kebon Kelapa,4,Subariah s.pd.i,0813 10067620,,
,TK AL AZWA,Jl. Sunter Muara No. 5,4,Sri Sulastri,0813 14056544,,
,TK AR RAFIQIAH,Cakung Barat Rt. 01/05,2,"Badriyah, SPd I",0813 19926687,,
,TK NUR ALAM,Jl. Warung Gantung Kp. Kojan,4,"Siti Kholilah, S.Pd.I",0813 84147445,,
,TK KEMALA BHAYANGKARI 4,Asrama Polisi Rorotan XII,2,,0813 95130390,,
,TK AL MANSURIYAH,Jl. Sawah Lio II No. 26,,,0813 99284992,,
,TK TAWAKKAL,Jl. Madrasah No. 108 Rt. 03/04,4,"DERLIANI, S.Pd",0815 11561859,,
,TK MUTIARA BANGSA,Jl. Wika No. 5,3,Yani Chahyani,0815 45349898,,
,TK AL ANSHAR,Jl. Taman Mutiara Prima No. 3,3,Agustin Hamidah,0815 73164880,,
,TK ISLAM AL BAROKAH,Jl. Masjid Al Barokah,3,Siti Rahmawati,0821 14255922,,
,TK ROUDLOTUL QUR'AN,Jl. Kampung Duri No. 14,3,Subur Bahrudin S.Pd.I,0838 06025895,,
,TK MAWAR,Jl. Tanah Koja,3,Niah Andiyani,0838 70491083,,
,TK AL IRSAD,Jl. Kapuk Kamal Gg Damai I,2,Komariyah,0838 71530114,,
,TK ISLAM TSABITAH,Jl. A. Latif,3,HOLILAH,0838 90533975,,
,TK IT ROBBI RODLIYYA,Jl. Kalibata Utara II No. 8,4,DANI HERMIATI,0851 03293208,,
,TK SEKARWANGI,JL. KAPUAS 2 NO. 737 BLOK V SEMPER BARAT,3,DINI SUKMAWATI S.pd.i,0852 83971259,,
,TK BUNDA BHAKTI,Jl. Fajar Baru Utara No. 28,4,Miming Indriyanti,0857 74948662,,
,TK ISLAM ASSYIFA,Jl. Kampung Rawa Selatan,4,Siti Rodiah,0857 80090299,,
,TK AL MU'MIN,Jl. Kapuk Kamal,3,"Suherni Lestari, S.PdI",0857 80502457,,
,TK ISLAM AS SYIFA,Jl. Rawa kuning,6,Siti nikmah,0877 88271399,,
,TK ISLAM RABBANEE,Jl. Kavling Barokah,6,Miftahul jannah,0896 21861905,,
,TK ISLAM TERPADU KARUNIA,JL PINANG 2,5,Dra. SUZY MARDIANI,0899 62561412,,
,TK ISLAM MARYAM,Jl. Pegangsaan I No. 54,4,Any Haryati S.pd,0817 777178038,,
,TK AL ISTIQOMAH,Bangun Nusa Raya,5,HJ SADI'AH,0895 333401524,,
,BKB PAUD ANGGREK,Jl. Jatayu,,,,,
,PAUD AKTUALISASI DAYA INSANI,Jln. Timbul No. 678,,,,,
,PAUD AL MUHAJIRIN ANSHOR,Jln. H. Saibun No.18,,,,,
,PAUD AMANAH 2,,,,,,
,PAUD AMARI,,,,,,
,PAUD ANANDA,,,,,,
,PAUD ANANDA 12,,,,,,
,PAUD AR ROHMAN,,,,,,
,PAUD ASYA'IRIYAH,,,,,,
,PAUD ASYAIRIYAH,,,,,,
,PAUD BEE SMART,,,,,,
,PAUD BINA MANDIRI JAKARTA,Jl. Bukit Duri Tanjakan No. 112,,,,,
,PAUD CAHAYA BUNDA,,,,,,
,PAUD CEMPAKA,,,,,,
,PAUD CITRA BINAR RAHMA,Jl. Kebon Raya IV/66B,,,,,
,PAUD FLAMBOYAN 03,,,,,,
,PAUD GRAPHE,Jl. Danau Agung II Blok D IAI No. 5 7,,,,,
,PAUD HARAPAN BANGSA,Jl. Duku No.54,,,,,
,PAUD HASANAH,Jl. Karet karya II Gg. CC No. 26,,,,,
,PAUD KEMUNING,,,,,,
,PAUD KREASI CILIK,,,,,,
,PAUD KUNTUM TERATAI,Jl. Kamp. Melayu Kecil III No. 29,,,,,
,PAUD MAWAR,,,,,,
,PAUD MELATI,Jl. Budi Mulia,6,Partiningsih,,,
,PAUD MELATI,,,,,,
,PAUD MELATI 09,,,,,,
,PAUD MOH. HASHFI,"JL. RE. Martadinata, RS. Paru paru Komp. Masjid Al",,,,,
,PAUD MORNING STAR ACADEMY,JL. DENPASAR RAYA BLOK F 3,,,,,
,PAUD MUTIARA BAGI BANGSA,,1,,,,
,PAUD NEGERI 38 KEBON JERUK,JALAN RAYA KEBON JERUK,4,SUTINI,,,
,PAUD PELITA HATI,,3,ENI KUSNANETI,,,
,PAUD PERMATA,,,,,,
,PAUD PERMATA BUNDA,Jl.Manggarai Utara II No. 17,,,,,
,PAUD PKBM NEGERI 05,Jl. Latumenten I No. 76,,,,,
,PAUD PKBM NEGERI 07,Jl. Utama Raya,,,,,
,PAUD PKBM NEGERI 24,,,,,,
,PAUD PKBM NEGERI 30,Jl. Duri Kencana Timur Kav. 171,,,,,
,PAUD RUSA,,,,,,
,PAUD SEMAR SAKTI,Jl. Raya Pulo Gebang No. 38,,,,,
,PAUD SILA KENANGA,,,,,,
,PAUD SINAR PADIAN,,,,,,
,PAUD SUKSES,Jl. Kyai Maja No. 6 Mayestik,,,,,
,PAUD TAMAN FIRDAUS,,,,,,
,PAUD TERATAI 04,,,,,,
,PAUD TERATAI PENDAWA,,,,,,
,PAUD TRISTA MANDIRI,Jl. Kayu Tinggi,,,,,
,PAUD TUNAS HARAPAN,,,,,,
,PAUD YASMI,,,,,,
,PKBM CITRA NUSA BANGSA,Jl. H. Ali I No. 53,,,,,
,PKBM NEGERI 11 PAUD,Jl. Lapangan Menara Air II / 46,,,,,
,PKBM NEGERI 22 MAKASAR PAUD,Jln. PLK II No. 24,,,,,
,PKBM NEGERI 29 CEMPAKA BARU,Jl. F.3 No 12,4,Yulis Tri Astuti,,,
,PKBM NEGERI 32 PAUDNI,Jl. Madrasah 2,1,"SUYANTI, SE",,,
,PKBM NEGERI 35,Jl. Kebagusan Wates,,,,,
,TK ADVENT XV CIRACAS,Jl. Raya Bogor KM 26 No. 15,,,,,
,TK AISYIYAH BUSTANUL ATHFAL,Jl. Karya Usaha No. 16,,,,,
,TK AL FIRDAUS,Jl. Lap Pors No. 36,,,,,
,TK AL HIKMATUZZAINIYAH,Jl. Satria III,,,,,
,TK AL MUINAH,Jl. Raya Semanan,4,AMINAH,,,
,TK AULIA,Jl. Sawo Kelapa Dua No.10,2,Siti Salwiyah,,,
,TK BUANA KIDS,Jl. Amil No. 23,4,widiastuti,,,
,TK FUTURE STARS,Jalan Samanhudi No. 6,,,,,
,TK GANDHI MEMORIAL INDONESIA SCHOOL,Jl. H.B.R Motik. Kota Baru Kemayoran Blok D6,,,,,
,TK INTAN,Jl. Ancol Selatan,3,Rina Permatasari,,,
,TK ISLAM AL MADINAH,Jl. Kemurnian V no.1,2,MASNI,,,
,TK ISLAM AS SYIFA,Jl. Marunda Pulo,2,"LITA MEDIAWATI, S.Pd.I",,,
,TK ISLAM GUGUS BINTANG,Jl. Masjid At Taufik,,,,,
,TK ISLAM QAANITA,Jl. Serdang Baru Raya No.21,,,,,
,TK KARTINI,Jl. Sayur Asem No. 14,2,Dwi Kussumiarti,,,
,TK POPAY MANTESSORI,Jl. Boulevard Bukit Gading Raya,,,,,
,TK RA DAARUL RAHMAN,Jl. Senopati Dalam II,1,,,,
,TK SEJAHTERA,Jl. Kp. Kalimati,1,,,,
,TKK IPEKA INTERNASIONAL,Jl. Raya Meruya Utara,23,Gabie Alvina,,,
,TK ISLAM AR RAHMAH,Jl. Pulo Cempaka Raya No. 54A,5,Dra.MUBTIAH,021 53650874,,
,TK PERMATA BUNDA,Jl. Al Barokah III No. 40,3,Nurbaiti Abdullah,021 930 98553,,
,TK PERMATA AL HUSNAH,Jl. Enim Raya No. 1,7,"Hj.Mulyaningsih,SH",021 23724352,,
,TK ISLAM MUTIARA AL IKHLAS,Jl. H. Nudin No. 32,7,"MUNAROH, S.Ag.",021 27656287,,
,TK BAIT QUR'ANY AN NUR,Jl. Kalipasir No. 19,4,Rosma Murni S.Ag.,021 3147413,,
,TK MASJID AGUNG SUNDA KELAPA,JL TAMAN SUNDA KELAPA NO 16 LT 1,3,"R.AAN KURNIA,S.Pd",021 31934261,,
,TK BINTANG,Jl. Damai Musyawarah No. 12,4,MARLENI,021 32484140,,
,TK PUTRA BAKTI,Jl. Kapuk Lapangan,4,Sri Purwanti,021 33042005,,
,TK FAHMAN JAYYIDAN,Pulau Pramuka Rt. 002/04,7,Suryani,"021 33551652, 021 33887515",,
,TK SATU ATAP P. UNTUNG JAWA,Jl. Pulau Nirwana Rt.002/03,4,"ULMU BAHROIR,S.Pd",021 33618810,,
,TK HOLY ANGELS,Jl. Batang Hari No. 42,6,Yohana Maya Christi,021 3862054,,
,TK STRADA JOHN BERCHMANS,"Jl. Gunung Sahari Raya No. 88, Jakpus",3,EMMELIA IRWANTI,021 4205109,,
,TK ISLAM KEMERDEKAAN,"Jl. Intan III No. 114 A Kemayoran, Jakpus",5,"IIS MASDIYANI, S.Pd. MM.",021 4213071,,
,TK BINA INSAN KAMIL,Jl. Pramuka Sari II No. 10,4,INTAN BADRIYAH,021 4222717,,
,TK PELITA HATI,Jl. Sumur Batu Raya Gg. CC Rt.008/01 No.12,4,RINI PURWANTI,021 4224775,,
,TK MAKNA BUDHI BAKTI,"Jl. Dakota V No. 22 Kemayoran, Jakpus",4,ETY SUMARYATI,021 4249386,,
,TK NUSA INDAH,Jl. Kebon Kosong I No. 9,4,SRI DAININGRAT,021 4262752,,
,TK KEPUH,Jl. Kepuh Barat Gg. X No. 68 B,3,MARLINA,021 42876651,,
,TK SAINT MONICA,Jln Boulevard Utara Raya QJ 7/ no 1,8,Dra.A Nonie Oley,021 4515792,,
,TK HAPPY HOLY KIDS,Jl. Boulevard Raya Kelapa Gading Permai No.21,5,Jeniwati Ferdi,021 45844644,,
,PAUD TEACH INDONESIA SCHOOL,Jl. Kelapa Lilin Timur NI 16/1,10,Ang Sufia,021 45857254,,
,TK TEACH INDONESIA SCHOOL,Jl. Kelapa Lilin Timur NI 16/1,6,Ang Sufia,021 45857254,,
,TK ISLAM AZ ZAHRO,Jl. Raya Pulogebang No. 17 Rt. 003/04,3,Dra. Hj. Yayah Yahroni,021 4614975,,
,TK ISLAM MUTIA 4,Jl. Fajar Baru II NO. 10,4,"HJ. ELMINAH, S.Pd AUD",021 46217080,,
,TK ISLAM NURUZZAMAN,Jl. Raya Bekasi Km 17 Gg. Puskesmas,5,Choliso.SAg,021 46829579,,
