date,price
20170827,696
20170829,716
20170907,696
20170909,696
20170916,696
20170921,696
20170923,696
20171012,696
20171017,696
20171019,696
20171024,696
20171026,696
20171030,696
20171031,696
20171101,696
20171030,696
20171031,696
20171103,696
20171104,696
20171105,696
20171106,696
20171107,696
20171110,696
20171111,696
20171112,696
20171113,696
20171114,696
20171117,696
20171118,696
20171119,696
20171120,696
20171121,696
20171124,696
20171125,696
20171126,696
20171127,696
20171128,696
